review,rating,date,bank,source,sentiment_label,sentiment_score,processed_review,keywords,identified_theme(s)
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen,Google Play,NEGATIVE,0.9200406670570374,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,"['ያለ', 'አፕ', 'በጣም']",Other
thanks for all digital transaction,5,2025-03-21,Dashen,Google Play,POSITIVE,0.9994550347328186,thank digital transaction,"['digital', 'thank', 'transaction']",Transaction Performance
Good,4,2025-03-21,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
Best,5,2025-03-20,Dashen,Google Play,POSITIVE,0.9997941851615906,well,['well'],Other
Good,5,2025-03-20,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen,Google Play,NEGATIVE,0.9997400641441344,app support smart phone old android version inclusive time amole lite work properly reach maximum otp trail mistake network error like stack tie transaction ohh tired,"['mistake', 'reach', 'stack']",Other
it's Be Come Busy &not working good,1,2025-03-20,Dashen,Google Play,NEGATIVE,0.999382257461548,come busy work good,"['busy', 'come', 'work']",Other
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen,Google Play,NEGATIVE,0.9980534315109252,want share concern supper app appear experience reliability issue perform expect hope address soon improve user experience star,"['experience', 'share', 'appear']",Other
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,Google Play,POSITIVE,0.9997392296791076,well digital banking sector essay understanding smart convince,"['sector', 'smart', 'digital banking']",Other
good and latest,5,2025-03-18,Dashen,Google Play,POSITIVE,0.9998561143875122,good late,"['late', 'good']",Other
The best App of all,5,2025-03-17,Dashen,Google Play,POSITIVE,0.9998633861541748,good app,"['good app', 'good', 'app']",Other
Worst app ever,1,2025-03-15,Dashen,Google Play,NEGATIVE,0.9997803568840028,bad app,"['bad app', 'bad', 'app']",Other
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen,Google Play,NEGATIVE,0.9997894167900084,app unreliable mobile banking application transaction late non responsive bug disappointing inconvinient user friendly compatabke,"['responsive', 'non', 'late']",Other
Naiycapp,5,2025-03-14,Dashen,Google Play,POSITIVE,0.8075174689292908,naiycapp,[],Other
Good,5,2025-03-13,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
The app is good but it has no USSD option,4,2025-03-13,Dashen,Google Play,NEGATIVE,0.9952346682548524,app good ussd option,"['app good', 'option', 'good']",Other
Hey great,5,2025-03-12,Dashen,Google Play,POSITIVE,0.999745786190033,hey great,"['hey', 'great']",Other
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen,Google Play,POSITIVE,0.9984980821609496,mobile banking tellebir mpesa come close app dashen step head lot cool feature amole receipt account statement superb hope add integrate small app,"['superb', 'integrate', 'small']",Other
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen,Google Play,NEGATIVE,0.9951795339584352,app good ask update week tire,"['ask update', 'week', 'app good']",Feature Requests
It good and easy to use,5,2025-03-11,Dashen,Google Play,POSITIVE,0.9998750686645508,good easy use,"['good easy', 'easy use', 'easy']",User Interface & Experience
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen,Google Play,NEGATIVE,0.9200406670570374,በጣም አሪፍ መተግበሪያ ነው አመሠግናለሁ,"['አሪፍ', 'በጣም', 'ነው']",Other
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,POSITIVE,0.9655697345733644,greately improve release like budget expense tegistration feature atm pos withdrawal possible account expense visible transaction window work improve,"['expense', 'improve', 'release']",Other
Excellent,5,2025-03-10,Dashen,Google Play,POSITIVE,0.9998434782028198,excellent,['excellent'],Other
Good,5,2025-03-08,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
Wow Excellent app,5,2025-03-08,Dashen,Google Play,POSITIVE,0.9998443126678468,wow excellent app,"['excellent app', 'wow', 'excellent']",Other
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,NEGATIVE,0.9983522891998292,nice app experience issue bank transfer keep say account exist time,"['keep say', 'bank transfer', 'app experience']",Transaction Performance
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,NEGATIVE,0.995681881904602,add option send money telebirr account like amole,"['telebirr account', 'money telebirr', 'send money']",Other
It's best,5,2025-03-08,Dashen,Google Play,POSITIVE,0.999842643737793,good,['good'],Other
no one dashen yichlal,5,2025-03-07,Dashen,Google Play,NEGATIVE,0.9842472076416016,dashen yichlal,['dashen'],Other
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen,Google Play,POSITIVE,0.9998522996902466,short proud app developer high professional develop thank,"['short', 'professional', 'develop']",Other
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen,Google Play,NEGATIVE,0.9997935891151428,speed slow need improvement,"['need improvement', 'speed', 'improvement']",Other
good app,5,2025-03-04,Dashen,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
Fantastic app,5,2025-03-01,Dashen,Google Play,POSITIVE,0.999858856201172,fantastic app,"['fantastic', 'app']",Other
Good,5,2025-02-28,Dashen,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,Google Play,POSITIVE,0.9998013377189636,wish dark mode feature add option good app,"['option good', 'wish', 'mode']",Other
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen,Google Play,POSITIVE,0.9995073080062866,super ultimate digital banking app live speed efficiency innovation design seamless experience offer lightning fast transaction tier security effortless financial management super banking smooth smart super,"['super', 'seamless experience', 'banking']",Other
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen,Google Play,POSITIVE,0.9977291226387024,dashen super app game changer digital banking offer seamless convenient experience user friendly interface fast transaction wide range financial service simplify banking customer feature like bill payment fund transfer mobile up loan application solution plus security measure ensure safe reliable experiance effortless banking,"['banking', 'fund transfer', 'friendly interface']",Transaction Performance
ከጰነጨየጠ,2,2025-02-26,Dashen,Google Play,NEGATIVE,0.6970565915107727,ከጰነጨየጠ,[],Other
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen,Google Play,NEGATIVE,0.9960646033287048,good feature slow difficult pay receive speed improve recommend,"['good feature', 'receive', 'difficult']","User Interface & Experience, Feature Requests"
Excellent app,5,2025-02-24,Dashen,Google Play,POSITIVE,0.9998356103897096,excellent app,"['excellent app', 'excellent', 'app']",Other
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen,Google Play,NEGATIVE,0.9528433680534364,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,"['ቴሌብር', 'ብቻ', 'አሪፍ']",Other
No good,1,2025-02-22,Dashen,Google Play,NEGATIVE,0.9996987581253052,good,['good'],Other
Wow amazing app,5,2025-02-21,Dashen,Google Play,POSITIVE,0.9998513460159302,wow amazing app,"['wow amazing', 'amazing app', 'wow']",Other
